reviewId,content,label
gp:AOqpTOEDVkkRPyd29YPgygHo-kSbEb5NBWQ-URgLy1o2Elkz6XoZKp9GhAX0E5YFPSnWii_ZA4ak26Qq5299dxw,æ‰€æä¾›çš„åŠŸèƒ½éƒ½å¾ˆä¸éŒ¯ï¼Œä½†UI/UXé‚„éœ€åŠ å¼·ï¼Œå¸Œæœ›èƒ½ç°¡åŒ–ä¸€äº›è¨­ç½®æ­¥é©Ÿ,neutral
gp:AOqpTOGICCjb--soUftDxblYxDhTjUbTcJuGqnpjAUWUa3jSDtKr8YTcjvs9sNnaqtoEHhSaqPt62AiRq4FTwn0,It is very useful in your daily life. It helps u to set reminders of everything .,neutral
gp:AOqpTOG1tbuQ2KhpJqQNeYLJ4blfGeJSbtkeGWeSLKRAtH4wPqfKB7xLUcvUVrkYDrUuapSY36xq5Ej75R7MXrg,"The Pomo section of this app, though a great item, still malfunctions at times. When its set, sometimes even though the Pomo time set is not complete, it closes by itself and shows ""complete"" and gives option to relax. Also, it vanishes after some minutes from the notification. Even though I've removed all battery saving options on tick tick and also given it permission to autostart and run in background, this Pomo function still keeps malfunctioning. Kindly fix this issue. I use a Redmi.",neutral
gp:AOqpTOEpfH1ja6HWeSwX2hhoA71bUQxW6V7GZsvNQvLMLUhWI7W90mnjsX9ocZ_DA04lpEtFUbMzkELWzNfpz8o,Great app but for months the auto sync on collaborative lists is broken as of a recent update. They still haven't fixed it. Confirmed on several devices,neutral
gp:AOqpTOFvv5hH4zUb-yt8R6Ls0NeMaK2IdkvNpLzTAd4ZUEPNTqMEDuy74j5j3d7AEamu4wmIu8Ovdqj_M-DXPcs,I love the app. The UI simplicity and features but If it was possible to add upto 3 contributors in the free version it would have been better.,neutral
gp:AOqpTOFvLSQ-fqwS6TqN8cCEmKeDNttKzzvk7SP_MRHu6tqbkVGGu0ca9jUtReayYMPJD6loQQTHNT3fERWg9nQ,"Your program is very good, I only have a problem with changing its language, for example, when I change its language to Persian, some of its words are Persian and some are English and it does not change. Please correct it. Thank you for your good program that has made my program very regular in life.",neutral
gp:AOqpTOFQGDe_Mk_HJ-QZufoCAyZ8Vj9pbk05tZy4Yik-QjLCmzp0I0kHoNYvANik3-o73oNRhiQEiz_NCVFXa_4,"I've been using ticktick for over a year. The tool works but the user interface needs work. Just changing the date on a task takes to many steps. The whole user interface could use an overhaul. I wish it had a feature that would save me time every day. I'd like a button to take all tasks that are overdue and move them to today. Update Oct 6, 2020 latest TickTick update is worse than previous versions. I'm afraid I'll be seeking a new ToDo list app.",neutral
gp:AOqpTOGIjvnADjZLgfaZLyVT-L0EAF68p_QCyCJb5DUrUfG8Q6cZ4c-ysRXZ5-el1Sl3NpNv2tCjWBjEeHKd8ws,Hi A,neutral
gp:AOqpTOHNg_Op4O1owUPf8cgt-sF-F_uvOuveQ8HQKTZMiLWf8mbl9FfoUnmyE_NXXlpt_X6KE3aEqy0Of53R6no,It is awsome if you know how to control it,neutral
gp:AOqpTOED0KNDu2eFuzJYUlPCxq433KMz7RUTSp22K1mCWc8ljnutYEdXpR__pfb899gyJ02slMlGFS7fNy9ECqo,You should add one time payment option along with subscription.,neutral
gp:AOqpTOEAHoa0Fe3gF-JIw9Ahz5O5ypUvG0MMMWaU814WIPhh1iOfzL_RqaJ2FJzyteplnVBhf5GEwpuf-mEjfDo,"For the most part, I find this app works well. However, there are some issues with sync that make it difficult to fully recommend this app without hesitation. Here's hoping that sync issues will be ironed out sooner rather than later.",neutral
gp:AOqpTOFkqxclfeLkUDEAoIMgIidesmmJeiIKOS1CKct2URW86XSjO9tbLwhODH6AUwPKRvR2oaZUibpwrSNWwSM,Finding hard to naviagate,neutral
gp:AOqpTOG9ff3502zejfPJJ3F-y9oqww0YOoVn6a8CnOmoUxWhhLNwTAIOYnaLjsd8PSrsaTtVzDUcGAIV0P7R86U,Can we have the option to create sub tasks under individual tasks without making a new list. Also i would like to see a notes feature. Finally POMO is only avsilable for 120min. What do i do to see how many hours i spent on a task like studying in a day?,neutral
gp:AOqpTOHnbtaK3yHdkY7PGUvIbMXzZQCW8Q6mkgWFjokON0tFVQrpYZS4n3jJVh0nf77Pzckc3qeKD8fNlAZR84c,"It's good app, but not great. I use it on my phone and tablet and it's great for keeping track of things that need to get done. But it doesn't sync between devices well. You have to manually open the app on both devices to get to sync, which completely bypasses the purpose of the widget.",neutral
gp:AOqpTOFQi61xpkn3AOMMKH5N42oRez8JcHTaGImlEglZTB-ATUBFqShnBMHVlhrWrjBODc66zTUaI4IIE-yy-RI,"Its a good application , but it dont tell me what should l do know however i put tasks in different time to notec me ....ðŸ˜”ðŸ˜”ðŸ˜”",neutral
gp:AOqpTOHaLrA9kGRY7t1s28FC1OxFQ1E033plcd1e8k_IARzI9Uj6jbbERVrQzXEVpoImoXPSL899-WF_knOlkPk,"I bought the premium version. The app is good, but the Pomodoro timer is a let down. After I downloaded the white noise, I found that the very next day I must re-download the white noise again.",neutral
gp:AOqpTOHJOtKfKR_3S_EilZWQjXasPCLZMgtdDOK06oV0UFzOpD5ZatteSRXUZeW06MIkBiZ4VtNVazF22CQHN1s,"Overall a good app. Synchronization is terrible, constantly losing information when using multiple devices. One can make changes on a computer and not see changes on the phone for minutes. If you close the computer app immediately you may never see those changes. Really it's 2 star, but the app is great compared to other trash on the market.",neutral
gp:AOqpTOFhAN7p_IWetfHjrFyKh49sjC9uNhaWVROoAgokM7kry8nylCDAA8KPpSmGEwj5ylWo0EQ2ivLitQXcpq0,Quite good,neutral
gp:AOqpTOHuYYskh8BefqiTMCvQ7SWBiVFketnro2U8UvfGa1alEo0lKLhunc8Q-_BD5jEFXbJ8QI2D7jYg6m5xgqE,Not so good without premium :(,neutral
gp:AOqpTOEv8-HGpORtA98rSnG8PJc0jA8Y3PXo5WJWuJWK1vkRzWzY4lYfVjwW4R24JMqGe5RYKE1OFJ3Hvw_E9tg,"Bizarre task app. You add a task and then tap some strange icons like tags etc. that seem to do nothing in particular, then you send it to an inbox for reasons unknown. You then have to click through two more screens to tap it again just to add a reminder and set the time. To make all that official there's a tiny check at the top of the screen to tap. Then, nothing really. No confirmation or summary, nothing. You have to double check that you got it right. Also, updates do nothing. Laborious.",neutral
gp:AOqpTOH7qG14BnFvrRLKvufxy0oRyoEveA3OzEKCx4i0NmKTWs081qPzlJAKH9_UQNQ4BeSMa75uRtQO4YQn78Q,"Hey, I love the app but I think you need to slow down on the feature adding process. I am not sure I like the idea of tick tick transforming into a note taking app. I have other apps for that. Developers want to put everything in their app but that just adds to the clutter.",neutral
gp:AOqpTOGgAEby-j_NF6lbKBy71sd_xKB3aKuwFbs41jp5hOb25gHvATq5PnUh6NSYcEJOBMYQ8WmxivWInLI713o,The upgrade if it was free that well be special,neutral
gp:AOqpTOFFBYM59I30d3Xe8qTybGj6clmFuK4CtGIg4S79ClWY6PMV1pdn92tOmSp5b2EiPCBxbGNt6qB2L1FJ_Dw,Ø¬ÙŠØ¯ Ø¬Ø¯Ø§,neutral
gp:AOqpTOEkthRzHhJLNy0gzcRokeW1lgYqVeNRXU5cOrSE-U9q3--VEzk-_Fb5NwDSzYPCb2V7qAhuEt877Vooj4E,What a pity to finally found wunderlist alternative app. However I can't use this beautiful design app because there is no notification for all the activities in any sharing list except directly mentioned that person name. How to mention everyone name in every comment. Come on dev. You can do such a great job so far. This is just a setting to receive notification. Receive all or just for be mentioned. Wunderlist becomes the best because of user feedback. Don't let the world down ðŸ¤£,neutral
gp:AOqpTOFmv4m_2Xcg3DxfgEyCxB_bhThhs89loHZrpQB64c04bc4fn02d5FxaC7UxRjC0qRS9JGmRZxyDAc3T-80,"Amazing app, but ufortunately, all of this functional tools are not free :(( I couldnt add more than five habits :( need to upgrade to premium. Hopefully, for next update, this app could be give more benefits in tools :)",neutral
gp:AOqpTOGrrKYhgCzPZHTbLUa11HuQlbys56sYOdMPjNFuwEIS7HvhkcuLHgppxkqNyv6XYS7lC1OrXYuFPrBZH-k,Is ok however you cannot download older versions for the mac. This quite annoying have to work with web version or buy a new mac. So much for sustainability.,neutral
gp:AOqpTOHo0d6WCRQYgWUoiJa73LLlJMPYOVwaa8EEthNeNvy_VWj-YLUm8-aAEUEArBsB-5LWF2Uc1U7pVO9cWdk,"I really want to love this app. It seems perfect for me, but unfortunately the reminders don't go off unless you go into the app.",neutral
gp:AOqpTOEwPQiPxAqRNsWSI27rYePrdKKv3qPBp8ey2kyiA6MJMmlUpJ_DTvmYgcBUiP5uPllYNfByDAPmPJkXYiQ,App is good but habit notification doesn't make any sound,neutral
gp:AOqpTOGbcaJPyaw-dB0bTSoN_qA10tdE7r6e_IryynmVwKAn57xoCZiwdrKmyjrmq1-tgUlRumxUQgK4weC99ec,The free version does just about enough for my requirements but no more; limited sharing and reminders are less than generous but it works well enough.,neutral
gp:AOqpTOGYNsbn9Sbx_lX1F8qBd7tD4BSjR50h10z2SamLnVUtnVQMyRVKnN5qLKBsttq6NHPKtZ71lqSpC13DdOo,Lots to like but Inbox doesn't work as expected: adding dates to tasks does NOT remove them from Inbox so all your tasks stay in Inbox and it's impossible to organize. Please fix! This conflicts with your support site guide,neutral
gp:AOqpTOG403gY1FT4xyFvfsId2E0JAslwZtegmdTOVPykyMn5mb3zkW-qOV3M9JzzpGlbp_PLqKrfi0BvUrsqT50,i don't know why the stick notifications not working i have been checked my all settings but i could not find what's the problem..,neutral
gp:AOqpTOFo9RuHk_ZKWgqsk-lh3CdM-aL_DKofNyXqkgUXXVSz8Fu_gvrK9DEPobXpdbrg11TUS8z9X7ExrBr5kWA,"Unfortunately there're lots of RTL issues, please fix it asap and get 5 stars as you deserve",neutral
gp:AOqpTOHkZwdWoRBHCjCTnYYmZZWdfZIGEdqmXS3UCtnSLvZtGPJSHJJ4y4FEfXfCzLxSS5hW9tBkPYAwzTKZzY4,"The tab bar of Ticktick 5.8.0 version has bigger icons than before, and they didn't look compatible with android version. It's like safe mode options in Windows. But, iPad version has best view anyway. Would you like to fix it? And the font size, would it be smaller? Thank you. ðŸ™ðŸ»",neutral
gp:AOqpTOEgIq3_t5UJUlfRxlL3kxreL-mQVkrRFe6AaMFzoh-9adHFON7NJxztbQDrfTiUEUnLfoT7m_MZGUKd8Sc,Sync could use real work. Needs a manual option for when working with multiple devices. Other cloud services can be seen to work immediately on a second device. There's zero settings for synchronization.,neutral
gp:AOqpTOGTDz_O3ZtN7iUZAkb_-3_KdvK39-XfHCKoMqkQKJvlmfkk7L78ko7YrXmsf9Apr3uhn5_Abm04lTsUFc8,Tick tick should also inform us about the clashes when two things are scheduled at the same time,neutral
gp:AOqpTOEJt2dBbEgGPsX7c5CJfdI297g_DdXXbseO0jswJ_C2502kO1ttEoytvJlL4aSWLnw1UbEb_m0nWFdl9YY,"Have used TickTick for years, one of my most necessary apps. But... the font sizing is not working,, and has reset to the normal/smallest size. I may need to start wearing glasses just to read my own lists. ðŸ˜’",neutral
gp:AOqpTOHWPjmJwu8Hl6rsMb9kNme_zx0uEL5cyqSxdBjuLWJlxDu-bI6hXJ4EUjYFUh7Fa0bs6kyFuGOF3nvMAhw,"I noticed a slight anomaly in the app. If you start focus for a subtask e.g. SubtaskX of TaskX, then why isn't that focus time added to the total time of TaskX? That SubtaskX does fall under the TaskX, so any time invested in SubTaskX should also be added into the main TaskX otherwise it defeats the whole purpose of SubTaskX if it is independent of the TaskX. I hope you will 'focus' on this issue. Thanks. â—Edit1: The app has a lot of useful features but they are often hard to find. Simplify it.",neutral
gp:AOqpTOEUpi2jD660F8JR-27O9ThvjMswN5uUXhSBKEK4Hu0aHMBkPTjT8ruoP0EjAKLuUaz9xLUSr6xYSrmpb_k,Not as smooth as I hoped,neutral
gp:AOqpTOFu1aLyfN_oJpdeF05s3yzTHj4hgzYKeZpoxDoKh_NjAPJRQ09hik514uBiFjfjROIu6WF4CEL7J145J44,"Some good features but overall mediocre compared to my old Wunderlist. If someone shares a list with me I cannot easily join the list. The list is not auto synced with my profile. Instead I'm sent an email with a ""join list"" button. But even when I click the button I am taken to the generic sales page to download the app.",neutral
gp:AOqpTOHg7lWd5_2E_D4VauKeI0qoDq5hL4PKD1IDkxpBY6aeeiiwwkP3dQ395fsmEXl9LbI_47Ry_IbG03fP3Xg,"Failed to meet my expectations since it is a Editors Choice. Like to say good but not user-friendly, I would like to say. Can't set reminder easily. I think It's too innovative to follow.",neutral
gp:AOqpTOHrkg8oidfHuj7vKdlSNwZB3NwE-o02JrBokSg4lEivAXibqzPKpRJGpiRNEuJwqOruBeCWfgy88dH6tzA,"I love this app because I could set the widget transparency bg so It would appear neater as a whole with the phone wallpaper, but when I press a task complete, the list that I made then all gone on the widget saying I have no task today, I experience this on daily basis and in the end have to open the app to make edit on task and etc hope this bug could be fixed soon.",neutral
gp:AOqpTOGqSbJgxXe7dXcoJSXGQ6ArKwVjf8DvSctapEXHIwlCDKXBmVnQsaP3W7PkGW5TUEp3cKDVRrcxW0fWmjE,It is great app for civil engineers like me as it helps me to planout my to-dos everyday. But the thing is on my realme x2 pro the alarms are hit n miss even after following instructions for keeping it active. Pls fix it ðŸ™,neutral
gp:AOqpTOH96CKwn022T4XlPRMCdyMiT0wRfk3g1Is242GNam-DmNkI7QQH5NbCgWGjidcMAWdvyLrSRbX9n6dVjDw,Best App. pls allow to add upto 10 Habits in free version ðŸ˜…,neutral
gp:AOqpTOEGsN5mCwIVUSDcEhQB705qClHx-2EyHrHV7ezPBKyOwECk59XhZtvZ7ED4DT7MlfEB2n_amtzPpR0OII0,I love the app but I am unable to login on my new device. My internet is working fine ðŸ˜‘,neutral
gp:AOqpTOE_xJxNgOWfnB3TtzJabCSyu1nH0yRar4mikddPt2iLZLMiNDhy-fAohYQl3hLKdPJ2eOeiCI44tmIa2-c,"Q oo z a ""446eo""namaste",neutral
gp:AOqpTOFsjZ-fM2RJC0LsKHPwTjePjpR1odRi76N_eOaPzYqh_XaexKmfMjYeOMdFYOpOLgy5ePTZQ86J8tIZRAQ,Nice app,neutral
gp:AOqpTOFxs-mozQtU24oz0kBUUpYiaJMkSeGlTw3IQw3rR64EhIwb31YEK5Em5MRb2IvIi438__KzNbU8KFlSGYY,A Call Reminder feature is absolutely needed.,neutral
gp:AOqpTOH38rm0Xgl9X6aOGilN3GOTsJKp_7hTiedMvqU9GMNFnOWamNqrT4gaJm0NJ-usO2l6dwlMSW9VH7C7lkQ,It's a good app for reminders,neutral
gp:AOqpTOExeK5ahOgXCIeSv_Fxy03Eto4Y0ob8V915K4xepvv5RcQ-NjgfuZYsllxtjCiu6RStrA7EAH_5uWILx48,Sometimes don't show reminders.,neutral
gp:AOqpTOGqvgOrdXJpTkRXXAZ8SerFZbjjW4H7cs1S9SjE33nUcpAkNHhHooPmZ1Gpj_Z9bHqtpI-lKSveLsLljYw,Ok,neutral
gp:AOqpTOHw-Bgfa_IkkhEsbxCZFpzubfN_pg88aEanoZUhbhy2aoCXi6rZ-gIfdXm1KyMc2Vkm6eFjADjgVkeSR9U,No doubt this app is amazing. And this app deserve 5 star but I am frustrated because this app doesn't keep log more than 90 days. I wish it could kept forever.,neutral
gp:AOqpTOHDwPsaqYSdS3LJUcHRiOOJR-YbDgPrKO0Q93fKfn8z4StZafqUVAw-6wRMeK_hRDvXiYYvyEjBDOv1Cvc,"Just as I was about to rate this 5 stars, it only let me have 16 ""subtasks"" It's stupid. Let us have more ""subtasks"" and I'll give you guys 5 stars.",neutral
gp:AOqpTOGXnWYZrBx7hb5E4pYeDF6vCEq_X3KFT0EXBc5aurKbMQHlvNxzVYx3CcQPA--drwa2m_5t_jFPSsOTMRo,"It's a good app, there are many amazing functions, but there ads are very annoying",neutral
gp:AOqpTOHgZsHjd4TFmz2qybY9CoCO4cH2AGo6kDFPlFS4k6Y9DlcOsvzmyo6SapyNJF27PRj8HOt-_eNrmdUgZg0,Good for a long time but recently it became unusable...it would always freeze up.,neutral
gp:AOqpTOE7NubdnUEOeiYrNaQSH9GNhHj5HhGT6sneBMxnUDEZ7RzTn9iog-Z7dGqDL-9KokrMGS0UlOEpyOscUWs,"I love this program could be 5 stars BUT... a task adds Tick Tick to the shared text in the paid version. This not good and means you have to remove it every time! WORSE IS THE Developer response I got below, clearly indicates they do not understand usability issues reported from good users. "" You can remove the TickTick information manually."" REALLY!!! Not a good suggestion for a productivity product.",neutral
gp:AOqpTOHdFHbEgwQtvaELL-bPk6H8FiAXiCRgjJqv-LI2lpUMA1MmUh2OvsZcaRcYjp32x9c1UPpsc7YsoMxLykQ,"It seems nice and simple, it has proper instructions! However there's no option to save it to SD card, and I need the space on my phone, so I'm likely going to have to delete it.",neutral
gp:AOqpTOFz1qGddDwiWgt5Qi0Xdhxwr7mhyeLvXughqEUMYkFKFnT_ZT3i7EpDBDvmvm6Gg8PaEgCXr7ZcxouGUjU,The app is not compatible to read my notifications on my wrist band.All other apps notifications do work.All settings are set on my phone to make sure i receive the notifications but in vain.Please make an update for this.(Any update on this issue please),neutral
gp:AOqpTOFGc_8Yvu5-W9ddrXwkJaK2hB5EtGssK3pOD_Hpm1z6-r2iY1dtBhrPWEY1amq1Oyvpoys5GJl9GDeuwfE,Lately from past two days I am facing difficulty using widget. Getting an error 'task list not found' whenever I strike off a task. Please look into it ASAP.,neutral
gp:AOqpTOE9vNOsvZkpKBadSYjywxs_KsmiY7Uz5xFrhSYB8ckQJg6w_XzBK8U3puW0rg3eu8NViXQZu9S4JYGgn0g,"Everything fine, but don't have email reminders.",neutral
gp:AOqpTOGIzFmVOI5hyfY17tjnvdJc5_U60RcCXeyj7TajKdXxNYz8Wc12Qy_yW-ErnXUluIcvCw9iakUzLtYuBnA,"I love the app! However, I absolutely hate that I can't change one reoccurring task time and duration without changing the repeats after it. Please fix this!!!!! This app would be way better if it had this function like Google calendar does!.",neutral
gp:AOqpTOHJHLEVjByXT89N9b6sXjtsMIcjwoF-qkdtI-VnwJQkucsJ6JF6xWzHs854BSibZrsoo4XATxwNBSRFmbM,"FYI, Adding more reminders is not free. You need to buy the premium version.",neutral
gp:AOqpTOGpqwCTqfhBnALFMrkt5CaWikzNntPkcUTEpEJTrNTBMPYL9ZxQ8Tu5WvK4r_o5ZqQRbUKiB37jAYtIZG8,"Decent, used to be better! Now the tag stays on the text entry line so you have to manually erase the tag between each entry. Very annoying! I went back to notepad and pencil after this update",neutral
gp:AOqpTOGoZ8bfxasZVf0bhSgQmmXgH_JdAKvy2HIK5lndfVgkFXb4wZZ3HB2Hc6o6bLaWVlI2lj71KKlHNqTU7ZI,No transparent theme,neutral
gp:AOqpTOE3_dBIKSc2AJ_g71rkdRJGyKD6fI8wdscNzLWy7ud-wKv5lDGtjN_dA82w9VzXWaPhdmtOAYoy6g9k2DM,Only the premium version is good,neutral
gp:AOqpTOH5pJ5GgNbR9alY34whHC94uP081kHsn2YgKeBTAJ-C-Wmd8toiFkqXtE-E1sIsbyarbiUfCrGbn9K6m2w,"PLEASE FIX THE SCHEDULING THAT CHANGES TO Jan 1st 1970 when selecting any day, I can only schedule using the Today, Tomorrow and Next Monday buttons, not the calendar, this was present for over 2 months by now. Also, smart text detection doesn't work at all for "" on tommorow at 6:00PM "" for example. Please fix these 2 issues.",neutral
gp:AOqpTOF9T-xLIcAydg3ZnGP6uWduv2Ffv6rMJ62gsrBfFh37YBhcPQcWx-xIGlJrKEH18TDWgtEkoFDvTpcDa-Q,Widget is slow,neutral
gp:AOqpTOGhLS42Ngdw6v8lwAamFX91P2c7I60Y5NMIEk7a5syDvKpJpNfOWwtt_0Si21OfVoji2ZSErkkFLkOdQJA,"I simply love TickTick but am growing weary of the widgets not updating. If I open the app, they update after a minute or so. However, if I don't need to use the app (therefore not opening it), the widgets stop updating after some amount of time. Is there a setting I'm missing, or do I need to ""not optimize"" TickTick's battery use? EDIT: In addition, actions taken via the widget do not update the app/website until i open the app explicitly.",neutral
gp:AOqpTOFC2QyeL7vzzxpmKOS3eWaOxe3kUU9wjy4kbJILTyPZH_x-rExtICVtBubu-iL6JslRCy99nZCvRrQCyCc,It's ok. A bit messy.,neutral
gp:AOqpTOFmkTSrzhRCpj-sVTkZd7xo4zb_W5dIMh-C1Xp8EVboEb5hDCCQBoAt9gAHwfoTBKOMPPqaE-itLOdZ_YQ,Too much options getting me confused and more complexity,neutral
gp:AOqpTOHEQeWIUnD1vXLhMYW-57_67rhYGC5QotWOfQvTipWmh0XMgLLP6tN0_D8fhTCkV8JEEyIcGI-G5B35kAQ,This app certainly has some really great features which others competitiors don't. Clearly have potential to be the best in the market. Cons - Sync issues Time to load up in windows 10 Bugs in habit tracker & tasks.,neutral
gp:AOqpTOGGQLyP0BmiKppdD6PLM0gAUVcSFc2VP88yy3X9-5_36jnCYqGvxao9gKswrUpd0ffWuFTeD0250Z6PTj0,I cannot login to the app,neutral
gp:AOqpTOEV4_obBCTHjmb12zN9d0-5xW0syrRRhDOzWXAKtSIs3dRfRy1UYFGp_cIk0O71Bxj-zdeapD8OKB7dyfg,Only allowed 9 lists for free. Need to purchase for additional lists...such a bummer. Wunderlist was much better but I had to switch over as they closed. Tick Tick is not so straightforward to sync with another user.,neutral
gp:AOqpTOEcXJxuei9UigP3ysNFugczqUdt_tdIzGJrb0VuoSKMQUctVBBEGYaO90KZK_xDtG8PBpMgntfKCfZUEzk,Monthly widget needs to be premium:(,neutral
gp:AOqpTOGWP7WrwtsZNMxtDp5OOLwjGVhl1Y5NsUPMUjBPfHjJ_Vur_aPeXmD6hmAYgtgwmlXJ69bFcym1X3uu4eo,"I'm really enjoy your app, but where is subfolders? This is very useful feature, especially for GTD method. Launch this feature please and I'll change my rate at 10 stars ðŸŒŸ",neutral
gp:AOqpTOGNyhnsFGi1i3_aJWPs_ObSvAblL0Xiu3e5OxJLNsxTgacZAUDW4RtygPhvALOcRj8NclPnThVyPeinu24,"I newly installed this app, it works basically good but I haven't been happy with its user interface. For example, there is no feature showing all weekly or monthly tasks in a table. I would like to see my future plans at one glance without scrolling down!",neutral
gp:AOqpTOEDmAf0wST6cKUq2jVjr9E09j3xtIz0TOmDp1jIjgf919gldb95H24hwYu7nJSXjxxghGnnKwUiykvJlY4,"Excellent ðŸ‘ application, but I wish to add Arabic language, thank you.",neutral
gp:AOqpTOF1_xUAFEIZ2bKNi1fjxShY6xKE3naf9IwMZ6gtajk2-pjrmb48L4uvovUxzzXjnBivc7KvG7DBvXCputs,"Most probably its my choice since Wunderlist closing, but why are you guys so persistent in denying email notifications feature?! App really often skip reminders.",neutral
gp:AOqpTOH4zToMWPLXAZ0OaS25fLzlNQd3gRq3ruKt9lm6EOLKEJl6cL6qU_xHosy6jPbMEy8kVU_arPCEGSstmqc,"There is too much WHITE everywhere. what happened to assigning colors to folders? Add some more theme colors like purple please. The latest update added color to the calendar widget for events, can you please give us the option to choose the colors? Also please bring back the old completion sound. Lowered rating because your Android Wear app hasn't been updated since 2015. Please fix to work with 2.0. I really love this app but may have to move on if it won't work on my watch.",neutral
gp:AOqpTOFHqtClNoZgQUDACGhDauRdJJAacPcX9kh0xXYIOD20dwWQIgL-_wC4vaSb4v106TEGG_ggsiHYJuI4fTg,"Good app. It will be better if the user could set duration of task . For example in reading or studing or every task which need to be more focused on it . I use ""flip"" App beside Tick tick app for this purpose. Thank you",neutral
gp:AOqpTOFZRSf8JUlWPYIyAijg9M_VO-yNlw6pv0sbyZ-_VPnENKAYzaUbEBr71HYhpUwnJg5_lJDF2wXddXpB3n4,"Calendar integration is okay but buggy and quirky. Can't see calendar events in daily view without changing settings to show in all lists. Organize view can't use custom lists to plan my week. The sync with Google is unforgivably poor. If I change a calendar event it takes up to a day to reflect in TickTick. This is so bad I have begun looking for replacement. I would like to see a better support forums for community feedback. Often answers are basically ""suck it up, that's just the way it is"".",neutral
gp:AOqpTOFaHWqmQMR-jh57GjgqMTfQjFHHnr6qo7gn9tZzgFxWigDuR4K85QD4eqP_UKoNcqzFoq7bap5ZWtE9zhI,"So close to being my dream todo app. It claims to support Start Times but actually doesn't. You can record the start and due time, but you can't then filter a list to only show a task that has in fact started; i.e. what can I work on NOW. For me this makes start times nothing more than a tag, that I can't interact with, which totally defeats the point.",neutral
gp:AOqpTOHwHsujMfiGS-iJRcv9n_HvmL6ibx7KCM_uwy8jtKNMbuRbnSU--eU2SVCN174hN-BjBGUDF0veB4RZ4w8,"Lack of experience between platforms, premium purchase not synced very well.. some good points like custom alerts and reminders.",neutral
gp:AOqpTOHNkK-BhpV2oqn6zhEcCulYQvFO70XXsI0Vp2t1UbM987SYJ8vB2Lp-bLWcV0CzGXWMYJMQtyH9KTnSFBE,Why not find Arabic language,neutral
gp:AOqpTOHhPWQZn5gAeBNyIZadYaCMSIsCJwBB0v1TUhA7K-zzNX_lKQrWiGGej7GX_X0TrSE5Mjo1rj5VNVwGz_k,"I've been a long time fan and user of ticktick but man, I have to say, these past updates doesn't really feel right. Sure, it does look great but my weekly tally of focused hours is gone. Before the update, viewing of stats offline wasn't a problem, but now? come on guys. Also why did you remove the weekly focused hours and made it a premium feature? That's just so sad.",neutral
gp:AOqpTOGePX0Xp3uyXUw6SDl9KrIptWZ8QDop74UOXtE-8xbxzk23beN-RqB--mpspN1Hjro6lxe65KuCcsqFN8o,the new update has removed the repeat task option I don't know where to find it,neutral
gp:AOqpTOEE0ZyGLOovU9oyBbTVkEfpR2YPzjIGxVzSMnOBx__gnsRq76jHhnNmH7JNkLfB_WqfjePwrxzRlityzMc,"What happened? Since your last update, every time I drag items to a different time, or different order, as soon as I leave the app, they go back to where they were. Please fix this. I want to set the order. Also, the Google calendar items after the end of July are missing. Does the free version no longer sync with Google calendar? Nothing there after the beginning of May.",neutral
gp:AOqpTOGvfjGj823SIqWf-lq9ha_pIgE_G32V_0c0NZAnR-1aa3iUS6VYLpWGX3qyeAdJUO6XRhsr04byO1BCf24,"Ð’ÑÑ‘ Ð¾Ñ‚Ð»Ð¸Ñ‡Ð½Ð¾, Ð½Ð¾ Ð½Ðµ Ñ€Ð°Ð±Ð¾Ñ‚Ð°ÐµÑ‚ Ñ‚Ð°Ð¹Ð¼ÐµÑ€ ÐŸÐ¾Ð¼Ð¾Ð´Ð¾Ñ€Ð¾:(",neutral
gp:AOqpTOH9w3eGAbj_xcGi1tTIRWl26R0XuhupB6MPIpFe66FHG1snA-w6XiY2ow7RiCVtnou5eAtdkPfuKrbH-kI,"Smart todo app. 1) Location feature needs cell towers option instead of gps battery killer. 2) sorting needs many levels e.g. by location, then project list, then date. 3) priority needs 1 to 99 list items tasks where due dates are not important. Very good app otherwise, the cell tower function could be like, a button to capture connected cell towers IDs for say 5 to 60mins, then tasks are triggered if phone connects/disconnects to one of the saved tower IDs. Different locations have",neutral
gp:AOqpTOH2zeVwjHjBwnXwDLpaPMOdsxTSYptxmF9ohRugxn_uf6-QRrhtmwJrSvueXVhkTpnp0z4YNFuME-Lhk5c,"So much potential. Still learning but loving it. CON: when tasks go to Notification Bar I have option to mark Complete or Snooze. When I tap on either, it freezes my phone for up to 10 to 12 secs. Sometimes get UI isn't responding. WHY?",neutral
gp:AOqpTOE4SPhhcahAUZm38pDj5FrR5FokaZY4tdU-0jv_zM72lW351x1zzORqiMbauuSq1VdceNalvZAVMlNPa4Y,"Better than Microsoft To-Do, Google Tasks, Boosted, Wunderlist. But still not great because it does not have the simplicity and app task/event logic I am looking for.",neutral
gp:AOqpTOGq2KFLO7ic7FNy6yzW4CM9qkFzYcRvnU_MJ4xSIxPavVzSwmOfPjJF4ldQrPpYyEqNez4MozFOROBrL2E,ok but it's not different as my phone's app,neutral
gp:AOqpTOEqgDK9Lx1x027kjiAUr_p8roEBXjE3bVLascSX9vX6mBU6mjQka-wsHBVa9ZRll7nBfj2S3fV3zg9E4rM,The statistics show I missed everything in a day even though I completed 90% of the tasks,neutral
